Location,Mobile,Action,Date,Time,Points Awarded,Total Points,License Plate
OptSpot Car Wash - Main St,5550868524,REDEEM,2026-03-22,13:05:11,-100,0,NMO7780
OptSpot Car Wash - Main St,5550235612,CHECKIN,2026-03-22,14:36:54,10,70,BAO9641
OptSpot Car Wash - Main St,5550427940,CHECKIN,2026-03-22,17:16:25,10,10,YHR3559
OptSpot Car Wash - Main St,5550582144,CHECKIN,2026-03-22,17:43:07,10,20,TRQ8041
OptSpot Car Wash - Main St,5550665905,CHECKIN,2026-03-22,17:46:01,10,100,YHQ8740
OptSpot Car Wash - Main St,5550476919,CHECKIN,2026-03-22,18:01:43,10,60,CGD6622
OptSpot Car Wash - Main St,5550085544,CHECKIN,2026-03-22,20:04:50,10,30,HRM7242
OptSpot Car Wash - Main St,5550861574,CHECKIN,2026-03-23,08:19:37,10,70,RAY1800
OptSpot Car Wash - Main St,5550928818,BONUS,2026-03-23,11:20:27,25,25,BYN8897
OptSpot Car Wash - Main St,5550277746,BONUS,2026-03-23,12:31:32,25,65,DTO9577
OptSpot Car Wash - Main St,5550422179,BONUS,2026-03-23,13:29:06,25,95,SUC3139
OptSpot Car Wash - Main St,5550038817,CHECKIN,2026-03-23,16:26:20,10,75,DZI1644
OptSpot Car Wash - Main St,5550577596,CHECKIN,2026-03-23,16:36:16,10,30,AKF1858
OptSpot Car Wash - Main St,5550738797,CHECKIN,2026-03-23,17:24:50,10,270,BRU1307
OptSpot Car Wash - Main St,5550792911,REDEEM,2026-03-23,17:30:13,-100,0,AHR8920
OptSpot Car Wash - Main St,5550654813,CHECKIN,2026-03-23,17:42:00,10,90,SPV9234
OptSpot Car Wash - Main St,5550769440,REDEEM,2026-03-23,18:34:11,-100,0,NQQ8817
OptSpot Car Wash - Main St,5550289666,CHECKIN,2026-03-23,19:46:44,10,140,UWI8318
OptSpot Car Wash - Main St,5550702258,BONUS,2026-03-24,07:06:11,25,25,SGK4915
OptSpot Car Wash - Main St,5550476919,CHECKIN,2026-03-24,09:35:28,10,70,CGD6622
OptSpot Car Wash - Main St,5550792911,REDEEM,2026-03-24,14:55:28,-100,0,AHR8920
OptSpot Car Wash - Main St,5550922446,CHECKIN,2026-03-24,15:31:18,10,20,TER9107
OptSpot Car Wash - Main St,5550030271,CHECKIN,2026-03-24,16:21:00,10,120,ZPG2594
OptSpot Car Wash - Main St,5550705477,CHECKIN,2026-03-24,16:27:08,10,20,IUD0757
OptSpot Car Wash - Main St,5550161745,CHECKIN,2026-03-24,17:12:01,10,110,EVU2712
OptSpot Car Wash - Main St,5550455884,CHECKIN,2026-03-24,17:17:47,10,170,EAS4315
OptSpot Car Wash - Main St,5550715894,CHECKIN,2026-03-24,17:22:23,10,80,ZWD5697
OptSpot Car Wash - Main St,5550364301,BONUS,2026-03-24,18:30:58,50,120,SOH4914
OptSpot Car Wash - Main St,5550085965,BONUS,2026-03-24,18:55:27,25,115,KPN4272
OptSpot Car Wash - Main St,5550540310,CHECKIN,2026-03-24,19:51:18,10,120,IKC2303
OptSpot Car Wash - Main St,5550707160,CHECKIN,2026-03-24,19:58:39,10,95,TEW6643
OptSpot Car Wash - Main St,5550113349,CHECKIN,2026-03-25,07:26:52,10,20,PYO6149
OptSpot Car Wash - Main St,5550999914,BONUS,2026-03-25,11:04:58,25,125,DXB1398
OptSpot Car Wash - Main St,5550452855,CHECKIN,2026-03-25,11:57:39,10,10,CTV9115
OptSpot Car Wash - Main St,5550641674,CHECKIN,2026-03-25,13:28:45,10,10,WBK7842
OptSpot Car Wash - Main St,5550211976,CHECKIN,2026-03-25,13:29:42,10,30,ODI8525
OptSpot Car Wash - Main St,5550277746,CHECKIN,2026-03-25,15:43:34,10,75,DTO9577
OptSpot Car Wash - Main St,5550118959,REDEEM,2026-03-25,15:46:05,-50,30,AEN9202
OptSpot Car Wash - Main St,5550339320,CHECKIN,2026-03-25,15:49:28,10,140,YAJ7319
OptSpot Car Wash - Main St,5550527276,BONUS,2026-03-25,17:00:32,50,170,XNB8320
OptSpot Car Wash - Main St,5550622795,REFERRAL,2026-03-25,17:07:28,100,200,APS0797
OptSpot Car Wash - Main St,5550771476,CHECKIN,2026-03-25,17:20:45,10,30,OTB9571
OptSpot Car Wash - Main St,5550038817,CHECKIN,2026-03-25,17:41:55,10,85,DZI1644
OptSpot Car Wash - Main St,5550654813,CHECKIN,2026-03-25,18:19:31,10,100,SPV9234
OptSpot Car Wash - Main St,5550918938,CHECKIN,2026-03-25,18:53:25,10,80,SFM7517
OptSpot Car Wash - Main St,5550306327,CHECKIN,2026-03-25,19:17:43,10,50,SDW8042
OptSpot Car Wash - Main St,5550808634,CHECKIN,2026-03-25,19:20:36,10,10,HFS5194
OptSpot Car Wash - Main St,5550222086,CHECKIN,2026-03-25,20:00:19,10,140,YTR5107
OptSpot Car Wash - Main St,5550618439,CHECKIN,2026-03-25,20:02:32,10,60,RYL8922
OptSpot Car Wash - Main St,5550460959,CHECKIN,2026-03-26,07:27:17,10,20,KMI2353
OptSpot Car Wash - Main St,5550707160,CHECKIN,2026-03-26,08:09:08,10,105,TEW6643
OptSpot Car Wash - Main St,5550738797,CHECKIN,2026-03-26,10:18:02,10,280,BRU1307
OptSpot Car Wash - Main St,5550739677,CHECKIN,2026-03-26,10:20:27,10,90,HVZ3993
OptSpot Car Wash - Main St,5550758490,CHECKIN,2026-03-26,10:28:43,10,40,YOM7749
OptSpot Car Wash - Main St,5550174446,CHECKIN,2026-03-26,11:03:45,10,30,SXB0919
OptSpot Car Wash - Main St,5550665905,CHECKIN,2026-03-26,11:10:04,10,110,YHQ8740
OptSpot Car Wash - Main St,5550001773,REDEEM,2026-03-26,11:56:08,-100,0,NUR3228
OptSpot Car Wash - Main St,5550739677,CHECKIN,2026-03-26,11:57:56,10,100,HVZ3993
OptSpot Car Wash - Main St,5550710526,CHECKIN,2026-03-26,12:31:14,10,70,OBY9626
OptSpot Car Wash - Main St,5550455884,CHECKIN,2026-03-26,13:15:09,10,180,EAS4315
OptSpot Car Wash - Main St,5550577596,CHECKIN,2026-03-26,18:04:29,10,40,AKF1858
OptSpot Car Wash - Main St,5550339320,CHECKIN,2026-03-26,19:35:53,10,150,YAJ7319
OptSpot Car Wash - Main St,5550118959,CHECKIN,2026-03-26,19:46:05,10,40,AEN9202
OptSpot Car Wash - Main St,5550945497,CHECKIN,2026-03-26,20:56:31,10,20,ZJK3109
OptSpot Car Wash - Main St,5550162471,CHECKIN,2026-03-27,08:05:16,10,35,CVC8843
OptSpot Car Wash - Main St,5550161745,CHECKIN,2026-03-27,09:21:38,10,120,EVU2712
OptSpot Car Wash - Main St,5550738797,CHECKIN,2026-03-27,10:34:15,10,290,BRU1307
OptSpot Car Wash - Main St,5550408396,CHECKIN,2026-03-27,10:56:49,10,20,XPS9432
OptSpot Car Wash - Main St,5550348048,CHECKIN,2026-03-27,13:18:36,10,10,HUL6553
OptSpot Car Wash - Main St,5550038817,CHECKIN,2026-03-27,13:23:03,10,95,DZI1644
OptSpot Car Wash - Main St,5550529057,BONUS,2026-03-27,13:37:31,25,25,QBS7199
OptSpot Car Wash - Main St,5550085131,CHECKIN,2026-03-27,13:50:06,10,10,EEB0043
OptSpot Car Wash - Main St,5550577596,BONUS,2026-03-27,14:07:39,25,65,AKF1858
OptSpot Car Wash - Main St,5550235612,CHECKIN,2026-03-27,14:26:17,10,80,BAO9641
OptSpot Car Wash - Main St,5550993065,CHECKIN,2026-03-27,14:43:18,10,10,DVM4781
OptSpot Car Wash - Main St,5550298768,CHECKIN,2026-03-27,15:58:29,10,10,TUG3918
OptSpot Car Wash - Main St,5550831450,BONUS,2026-03-27,16:16:52,25,25,AHK3986
OptSpot Car Wash - Main St,5550999914,REFERRAL,2026-03-27,16:49:16,100,225,DXB1398
OptSpot Car Wash - Main St,5550296745,CHECKIN,2026-03-27,18:16:57,10,140,ZVH5912
OptSpot Car Wash - Main St,5550792911,CHECKIN,2026-03-27,18:18:54,10,10,AHR8920
OptSpot Car Wash - Main St,5550707160,CHECKIN,2026-03-27,18:47:49,10,115,TEW6643
OptSpot Car Wash - Main St,5550625084,CHECKIN,2026-03-27,19:20:06,10,35,UFN7381
OptSpot Car Wash - Main St,5550277746,CHECKIN,2026-03-27,19:30:03,10,85,DTO9577
OptSpot Car Wash - Main St,5550875522,CHECKIN,2026-03-27,19:46:13,10,45,DYP6934
OptSpot Car Wash - Main St,5550771476,REDEEM,2026-03-27,19:53:38,-100,0,OTB9571
OptSpot Car Wash - Main St,5550144789,CHECKIN,2026-03-28,09:08:57,10,10,NOZ7837
OptSpot Car Wash - Main St,5550803265,CHECKIN,2026-03-28,09:48:30,10,155,YXG1102
OptSpot Car Wash - Main St,5550643378,REDEEM,2026-03-28,10:07:46,-100,30,ROP4381
OptSpot Car Wash - Main St,5550203322,REFERRAL,2026-03-28,10:31:10,100,130,XJS2419
OptSpot Car Wash - Main St,5550408396,CHECKIN,2026-03-28,11:17:37,10,30,XPS9432
OptSpot Car Wash - Main St,5550960632,CHECKIN,2026-03-28,11:17:58,10,20,YJF2188
OptSpot Car Wash - Main St,5550868524,CHECKIN,2026-03-28,12:25:02,10,10,NMO7780
OptSpot Car Wash - Main St,5550792911,CHECKIN,2026-03-28,12:25:25,10,20,AHR8920
OptSpot Car Wash - Main St,5550364301,CHECKIN,2026-03-28,12:38:06,10,130,SOH4914
OptSpot Car Wash - Main St,5550634487,CHECKIN,2026-03-28,12:51:31,10,210,DLJ7273
OptSpot Car Wash - Main St,5550916043,CHECKIN,2026-03-28,14:37:41,10,135,RTW0842
OptSpot Car Wash - Main St,5550915112,CHECKIN,2026-03-28,14:38:23,10,20,AHM5582
OptSpot Car Wash - Main St,5550918938,CHECKIN,2026-03-28,15:50:44,10,90,SFM7517
OptSpot Car Wash - Main St,5550196694,CHECKIN,2026-03-28,16:33:54,10,30,NQM7242
OptSpot Car Wash - Main St,5550505612,CHECKIN,2026-03-28,16:46:24,10,150,FCV6022
OptSpot Car Wash - Main St,5550512262,CHECKIN,2026-03-28,17:20:26,10,100,GXB6939
OptSpot Car Wash - Main St,5550999914,CHECKIN,2026-03-28,17:26:23,10,235,DXB1398
OptSpot Car Wash - Main St,5550579364,CHECKIN,2026-03-28,17:36:36,10,40,DDI0653
OptSpot Car Wash - Main St,5550702258,CHECKIN,2026-03-28,17:50:20,10,35,SGK4915
OptSpot Car Wash - Main St,5550577086,CHECKIN,2026-03-28,17:55:19,10,10,ZEQ7793
OptSpot Car Wash - Main St,5550577086,CHECKIN,2026-03-28,17:56:49,10,20,ZEQ7793
OptSpot Car Wash - Main St,5550383713,REDEEM,2026-03-28,19:29:48,-100,0,BBO5939
OptSpot Car Wash - Main St,5550711163,CHECKIN,2026-03-28,19:32:55,10,270,RMR0744
OptSpot Car Wash - Main St,5550365746,CHECKIN,2026-03-28,19:51:30,10,100,OYS4715
OptSpot Car Wash - Main St,5550999914,CHECKIN,2026-03-28,20:51:05,10,245,DXB1398
OptSpot Car Wash - Main St,5550634487,CHECKIN,2026-03-29,07:39:36,10,220,DLJ7273
OptSpot Car Wash - Main St,5550620644,BONUS,2026-03-29,07:44:35,25,70,OAQ2223
OptSpot Car Wash - Main St,5550500149,CHECKIN,2026-03-29,09:16:11,10,10,AJT6865
OptSpot Car Wash - Main St,5550346859,CHECKIN,2026-03-29,09:47:35,10,140,JLH3777
OptSpot Car Wash - Main St,5550455884,CHECKIN,2026-03-29,11:15:05,10,190,EAS4315
OptSpot Car Wash - Main St,5550765179,CHECKIN,2026-03-29,11:31:46,10,10,LDX1291
OptSpot Car Wash - Main St,5550672464,BONUS,2026-03-29,11:48:37,50,50,OMY8261
OptSpot Car Wash - Main St,5550704314,CHECKIN,2026-03-29,12:02:38,10,10,QLN1982
OptSpot Car Wash - Main St,5550634487,CHECKIN,2026-03-29,12:13:25,10,230,DLJ7273
OptSpot Car Wash - Main St,5550010644,CHECKIN,2026-03-29,13:00:32,10,10,NEG6658
OptSpot Car Wash - Main St,5550765179,CHECKIN,2026-03-29,14:47:19,10,20,LDX1291
OptSpot Car Wash - Main St,5550856113,REDEEM,2026-03-29,17:06:56,-50,0,AFB6941
OptSpot Car Wash - Main St,5550010644,CHECKIN,2026-03-29,17:14:41,10,20,NEG6658
OptSpot Car Wash - Main St,5550130394,CHECKIN,2026-03-29,18:05:27,10,55,MHK4460
OptSpot Car Wash - Main St,5550286193,CHECKIN,2026-03-29,18:12:48,10,145,LAI6624
OptSpot Car Wash - Main St,5550039581,CHECKIN,2026-03-29,18:51:04,10,10,RWQ9785
OptSpot Car Wash - Main St,5550412042,CHECKIN,2026-03-29,20:28:39,10,10,ZTH5511
OptSpot Car Wash - Main St,5550247459,BONUS,2026-03-29,20:36:03,50,100,UJJ9293
OptSpot Car Wash - Main St,5550130394,BONUS,2026-03-30,07:05:08,50,105,MHK4460
OptSpot Car Wash - Main St,5550715894,CHECKIN,2026-03-30,08:09:04,10,90,ZWD5697
OptSpot Car Wash - Main St,5550704314,CHECKIN,2026-03-30,08:53:56,10,20,QLN1982
OptSpot Car Wash - Main St,5550669975,CHECKIN,2026-03-30,08:57:26,10,65,ZRL4949
OptSpot Car Wash - Main St,5550455884,CHECKIN,2026-03-30,09:45:49,10,200,EAS4315
OptSpot Car Wash - Main St,5550498216,CHECKIN,2026-03-30,11:05:31,10,155,PTL9431
OptSpot Car Wash - Main St,5550455884,CHECKIN,2026-03-30,11:09:12,10,210,EAS4315
OptSpot Car Wash - Main St,5550765179,CHECKIN,2026-03-30,11:09:21,10,30,LDX1291
OptSpot Car Wash - Main St,5550266314,REDEEM,2026-03-30,11:26:29,-50,0,LRX7622
OptSpot Car Wash - Main St,5550316950,CHECKIN,2026-03-30,12:29:09,10,10,ANH0893
OptSpot Car Wash - Main St,5550518934,CHECKIN,2026-03-30,12:29:28,10,10,PVR4681
OptSpot Car Wash - Main St,5550487455,REFERRAL,2026-03-30,15:53:44,100,130,LTG4022
OptSpot Car Wash - Main St,5550476919,CHECKIN,2026-03-30,16:37:23,10,80,CGD6622
OptSpot Car Wash - Main St,5550682139,CHECKIN,2026-03-30,16:54:11,10,80,FZI0969
OptSpot Car Wash - Main St,5550346859,BONUS,2026-03-30,16:56:29,50,190,JLH3777
OptSpot Car Wash - Main St,5550999914,CHECKIN,2026-03-30,17:38:25,10,255,DXB1398
OptSpot Car Wash - Main St,5550286193,REDEEM,2026-03-30,18:14:41,-100,45,LAI6624
OptSpot Car Wash - Main St,5550160626,CHECKIN,2026-03-30,18:25:12,10,60,LZJ8998
OptSpot Car Wash - Main St,5550769440,CHECKIN,2026-03-30,18:56:05,10,10,NQQ8817
OptSpot Car Wash - Main St,5550455884,CHECKIN,2026-03-30,18:59:53,10,220,EAS4315
OptSpot Car Wash - Main St,5550422179,CHECKIN,2026-03-30,20:48:10,10,105,SUC3139
OptSpot Car Wash - Main St,5550113349,CHECKIN,2026-03-31,07:38:34,10,30,PYO6149
OptSpot Car Wash - Main St,5550130394,CHECKIN,2026-03-31,07:44:22,10,115,MHK4460
OptSpot Car Wash - Main St,5550085965,BONUS,2026-03-31,08:06:52,50,165,KPN4272
OptSpot Car Wash - Main St,5550945497,BONUS,2026-03-31,09:47:04,25,45,ZJK3109
OptSpot Car Wash - Main St,5550769440,CHECKIN,2026-03-31,11:54:38,10,20,NQQ8817
OptSpot Car Wash - Main St,5550963110,REDEEM,2026-03-31,12:44:50,-100,0,AIA5947
OptSpot Car Wash - Main St,5550738797,CHECKIN,2026-03-31,14:14:53,10,300,BRU1307
OptSpot Car Wash - Main St,5550577086,REDEEM,2026-03-31,14:43:03,-50,0,ZEQ7793
OptSpot Car Wash - Main St,5550007540,CHECKIN,2026-03-31,15:02:24,10,245,BQF0514
OptSpot Car Wash - Main St,5550614953,CHECKIN,2026-03-31,15:36:50,10,140,YOR6730
OptSpot Car Wash - Main St,5550892697,CHECKIN,2026-03-31,16:49:18,10,35,EPR3853
OptSpot Car Wash - Main St,5550251083,CHECKIN,2026-03-31,17:15:08,10,10,BWY1403
OptSpot Car Wash - Main St,5550865322,CHECKIN,2026-03-31,17:35:33,10,10,WCY9449
OptSpot Car Wash - Main St,5550487192,REDEEM,2026-03-31,17:40:04,-100,0,ZME2209
OptSpot Car Wash - Main St,5550076819,CHECKIN,2026-03-31,18:44:27,10,160,NND5718
OptSpot Car Wash - Main St,5550250405,CHECKIN,2026-03-31,20:19:50,10,220,OGU0715
OptSpot Car Wash - Main St,5550038817,CHECKIN,2026-03-31,20:45:10,10,105,DZI1644
OptSpot Car Wash - Main St,5550577596,CHECKIN,2026-03-31,20:58:31,10,75,AKF1858
OptSpot Car Wash - Main St,5550251083,CHECKIN,2026-04-01,07:38:20,10,20,BWY1403
OptSpot Car Wash - Main St,5550582144,CHECKIN,2026-04-01,08:56:58,10,30,TRQ8041
OptSpot Car Wash - Main St,5550746385,BONUS,2026-04-01,09:18:02,50,50,SSE5922
OptSpot Car Wash - Main St,5550916043,CHECKIN,2026-04-01,09:36:09,10,145,RTW0842
OptSpot Car Wash - Main St,5550548141,CHECKIN,2026-04-01,09:48:13,10,35,PJX6347
OptSpot Car Wash - Main St,5550634836,CHECKIN,2026-04-01,11:59:19,10,10,LUC9033
OptSpot Car Wash - Main St,5550792911,CHECKIN,2026-04-01,12:31:12,10,30,AHR8920
OptSpot Car Wash - Main St,5550289666,CHECKIN,2026-04-01,14:17:05,10,150,UWI8318
OptSpot Car Wash - Main St,5550038817,REDEEM,2026-04-01,14:52:44,-100,5,DZI1644
OptSpot Car Wash - Main St,5550088914,CHECKIN,2026-04-01,14:53:15,10,40,HRQ1530
OptSpot Car Wash - Main St,5550455884,CHECKIN,2026-04-01,15:53:19,10,230,EAS4315
OptSpot Car Wash - Main St,5550130394,REDEEM,2026-04-01,16:06:48,-100,15,MHK4460
OptSpot Car Wash - Main St,5550707160,CHECKIN,2026-04-01,16:36:14,10,125,TEW6643
OptSpot Car Wash - Main St,5550589704,CHECKIN,2026-04-01,16:36:15,10,40,KKN6363
OptSpot Car Wash - Main St,5550672464,CHECKIN,2026-04-01,17:36:01,10,60,OMY8261
OptSpot Car Wash - Main St,5550999914,BONUS,2026-04-02,07:27:33,50,305,DXB1398
OptSpot Car Wash - Main St,5550532323,CHECKIN,2026-04-02,08:16:14,10,10,PDT8837
OptSpot Car Wash - Main St,5550010644,CHECKIN,2026-04-02,08:28:22,10,30,NEG6658
OptSpot Car Wash - Main St,5550577086,CHECKIN,2026-04-02,12:58:55,10,10,ZEQ7793
OptSpot Car Wash - Main St,5550711163,CHECKIN,2026-04-02,13:37:57,10,280,RMR0744
OptSpot Car Wash - Main St,5550383713,REDEEM,2026-04-02,14:26:41,-50,0,BBO5939
OptSpot Car Wash - Main St,5550584929,CHECKIN,2026-04-02,14:56:00,10,60,YTF8341
OptSpot Car Wash - Main St,5550996971,CHECKIN,2026-04-02,15:18:20,10,30,ATV9441
OptSpot Car Wash - Main St,5550119946,BONUS,2026-04-02,16:20:59,50,120,OFS6043
OptSpot Car Wash - Main St,5550306327,CHECKIN,2026-04-02,16:50:01,10,60,SDW8042
OptSpot Car Wash - Main St,5550620644,CHECKIN,2026-04-02,16:53:51,10,80,OAQ2223
OptSpot Car Wash - Main St,5550625084,CHECKIN,2026-04-02,18:23:39,10,45,UFN7381
OptSpot Car Wash - Main St,5550296745,CHECKIN,2026-04-02,18:36:34,10,150,ZVH5912
OptSpot Car Wash - Main St,5550162471,CHECKIN,2026-04-02,18:45:33,10,45,CVC8843
OptSpot Car Wash - Main St,5550269761,CHECKIN,2026-04-02,18:49:18,10,10,SAI4833
OptSpot Car Wash - Main St,5550268900,BONUS,2026-04-02,19:06:20,25,25,TFV4442
OptSpot Car Wash - Main St,5550053872,BONUS,2026-04-02,19:25:11,50,50,GWC1070
OptSpot Car Wash - Main St,5550641674,CHECKIN,2026-04-02,19:54:46,10,20,WBK7842
OptSpot Car Wash - Main St,5550548141,CHECKIN,2026-04-03,08:35:12,10,45,PJX6347
OptSpot Car Wash - Main St,5550503935,CHECKIN,2026-04-03,09:35:27,10,100,WOC8452
OptSpot Car Wash - Main St,5550665905,CHECKIN,2026-04-03,10:17:54,10,120,YHQ8740
OptSpot Car Wash - Main St,5550730132,CHECKIN,2026-04-03,10:36:24,10,110,KDJ8813
OptSpot Car Wash - Main St,5550346859,CHECKIN,2026-04-03,11:00:35,10,200,JLH3777
OptSpot Car Wash - Main St,5550383713,CHECKIN,2026-04-03,11:20:29,10,10,BBO5939
OptSpot Car Wash - Main St,5550113349,CHECKIN,2026-04-03,11:31:35,10,40,PYO6149
OptSpot Car Wash - Main St,5550526169,CHECKIN,2026-04-03,11:54:40,10,20,XVG7894
OptSpot Car Wash - Main St,5550527276,REDEEM,2026-04-03,12:25:03,-50,120,XNB8320
OptSpot Car Wash - Main St,5550049161,REDEEM,2026-04-03,12:38:58,-100,50,ZYR8592
OptSpot Car Wash - Main St,5550403380,CHECKIN,2026-04-03,12:48:44,10,10,WCJ5881
OptSpot Car Wash - Main St,5550038817,CHECKIN,2026-04-03,17:56:30,10,15,DZI1644
OptSpot Car Wash - Main St,5550512262,CHECKIN,2026-04-03,18:48:07,10,110,GXB6939
OptSpot Car Wash - Main St,5550085544,CHECKIN,2026-04-03,18:57:12,10,40,HRM7242
OptSpot Car Wash - Main St,5550861722,REDEEM,2026-04-03,20:40:26,-100,0,AIG3456
OptSpot Car Wash - Main St,5550269761,BONUS,2026-04-04,10:28:30,25,35,SAI4833
OptSpot Car Wash - Main St,5550383713,REDEEM,2026-04-04,11:33:02,-50,0,BBO5939
OptSpot Car Wash - Main St,5550455884,BONUS,2026-04-04,11:44:40,50,280,EAS4315
OptSpot Car Wash - Main St,5550566211,BONUS,2026-04-04,12:04:51,50,50,MCB7078
OptSpot Car Wash - Main St,5550476919,CHECKIN,2026-04-04,12:22:57,10,90,CGD6622
OptSpot Car Wash - Main St,5550643378,CHECKIN,2026-04-04,12:40:27,10,40,ROP4381
OptSpot Car Wash - Main St,5550455052,REFERRAL,2026-04-04,13:23:07,100,100,ZTS1646
OptSpot Car Wash - Main St,5550700674,CHECKIN,2026-04-04,13:32:39,10,10,CZB8618
OptSpot Car Wash - Main St,5550345705,CHECKIN,2026-04-04,14:08:56,10,40,CRH9874
OptSpot Car Wash - Main St,5550808634,CHECKIN,2026-04-04,14:15:09,10,20,HFS5194
OptSpot Car Wash - Main St,5550162471,CHECKIN,2026-04-04,14:22:57,10,55,CVC8843
OptSpot Car Wash - Main St,5550746746,CHECKIN,2026-04-04,14:48:32,10,10,IZN7433
OptSpot Car Wash - Main St,5550524369,BONUS,2026-04-04,15:52:18,25,25,BBS7761
OptSpot Car Wash - Main St,5550750827,CHECKIN,2026-04-04,16:07:59,10,20,ULH0717
OptSpot Car Wash - Main St,5550881334,CHECKIN,2026-04-04,17:13:27,10,10,MDQ0441
OptSpot Car Wash - Main St,5550798207,BONUS,2026-04-04,17:23:09,50,270,WHY6906
OptSpot Car Wash - Main St,5550524369,BONUS,2026-04-04,17:48:34,50,75,BBS7761
OptSpot Car Wash - Main St,5550505612,BONUS,2026-04-04,17:58:55,25,175,FCV6022
OptSpot Car Wash - Main St,5550085965,BONUS,2026-04-04,18:23:52,25,190,KPN4272
OptSpot Car Wash - Main St,5550731059,CHECKIN,2026-04-04,18:42:51,10,10,UWP1983
OptSpot Car Wash - Main St,5550505612,REDEEM,2026-04-04,19:06:54,-50,125,FCV6022
OptSpot Car Wash - Main St,5550076819,CHECKIN,2026-04-04,19:21:00,10,170,NND5718
OptSpot Car Wash - Main St,5550739677,CHECKIN,2026-04-04,20:26:14,10,110,HVZ3993
OptSpot Car Wash - Main St,5550577596,CHECKIN,2026-04-04,20:52:29,10,85,AKF1858
OptSpot Car Wash - Main St,5550162471,CHECKIN,2026-04-05,08:24:23,10,65,CVC8843
OptSpot Car Wash - Main St,5550414463,CHECKIN,2026-04-05,08:41:06,10,30,ZBF3460
OptSpot Car Wash - Main St,5550032146,BONUS,2026-04-05,10:36:48,50,235,CNJ7432
OptSpot Car Wash - Main St,5550758490,CHECKIN,2026-04-05,10:46:57,10,50,YOM7749
OptSpot Car Wash - Main St,5550710526,CHECKIN,2026-04-05,11:25:52,10,80,OBY9626
OptSpot Car Wash - Main St,5550864998,REDEEM,2026-04-05,11:26:55,-100,0,ZRO6770
OptSpot Car Wash - Main St,5550816232,CHECKIN,2026-04-05,12:20:11,10,20,LEY8486
OptSpot Car Wash - Main St,5550247459,CHECKIN,2026-04-05,12:36:37,10,110,UJJ9293
OptSpot Car Wash - Main St,5550268900,CHECKIN,2026-04-05,12:37:37,10,35,TFV4442
OptSpot Car Wash - Main St,5550479441,CHECKIN,2026-04-05,12:47:43,10,10,ZFJ0828
OptSpot Car Wash - Main St,5550790785,CHECKIN,2026-04-05,12:50:15,10,10,ZWS6511
OptSpot Car Wash - Main St,5550107798,CHECKIN,2026-04-05,13:53:39,10,10,DFP1234
OptSpot Car Wash - Main St,5550524369,CHECKIN,2026-04-05,14:25:54,10,85,BBS7761
OptSpot Car Wash - Main St,5550049161,CHECKIN,2026-04-05,16:16:36,10,60,ZYR8592
OptSpot Car Wash - Main St,5550085544,CHECKIN,2026-04-05,16:33:18,10,50,HRM7242
OptSpot Car Wash - Main St,5550203322,CHECKIN,2026-04-05,16:33:44,10,140,XJS2419
OptSpot Car Wash - Main St,5550704314,CHECKIN,2026-04-05,17:22:17,10,30,QLN1982
OptSpot Car Wash - Main St,5550584929,CHECKIN,2026-04-05,17:34:23,10,70,YTF8341
OptSpot Car Wash - Main St,5550286193,BONUS,2026-04-05,17:55:29,50,95,LAI6624
OptSpot Car Wash - Main St,5550455884,CHECKIN,2026-04-05,19:30:18,10,290,EAS4315
OptSpot Car Wash - Main St,5550953207,CHECKIN,2026-04-05,19:38:10,10,10,VQI7792
OptSpot Car Wash - Main St,5550403380,CHECKIN,2026-04-05,19:56:03,10,20,WCJ5881
OptSpot Car Wash - Main St,5550782824,REDEEM,2026-04-05,20:48:32,-100,0,WUM1233
OptSpot Car Wash - Main St,5550339320,CHECKIN,2026-04-05,20:50:23,10,160,YAJ7319
OptSpot Car Wash - Main St,5550999914,CHECKIN,2026-04-06,07:08:49,10,315,DXB1398
OptSpot Car Wash - Main St,5550251083,CHECKIN,2026-04-06,07:29:38,10,30,BWY1403
OptSpot Car Wash - Main St,5550746746,CHECKIN,2026-04-06,10:41:30,10,20,IZN7433
OptSpot Car Wash - Main St,5550534150,CHECKIN,2026-04-06,12:20:39,10,20,KZN0452
OptSpot Car Wash - Main St,5550286193,CHECKIN,2026-04-06,13:40:24,10,105,LAI6624
OptSpot Car Wash - Main St,5550498216,CHECKIN,2026-04-06,13:47:56,10,165,PTL9431
OptSpot Car Wash - Main St,5550033276,CHECKIN,2026-04-06,13:48:49,10,110,HED6887
OptSpot Car Wash - Main St,5550277746,BONUS,2026-04-06,14:49:20,25,110,DTO9577
OptSpot Car Wash - Main St,5550220281,CHECKIN,2026-04-06,15:27:55,10,40,RRJ9173
OptSpot Car Wash - Main St,5550765179,CHECKIN,2026-04-06,15:42:09,10,40,LDX1291
OptSpot Car Wash - Main St,5550277746,REDEEM,2026-04-06,16:03:23,-50,60,DTO9577
OptSpot Car Wash - Main St,5550682139,BONUS,2026-04-06,16:35:49,50,130,FZI0969
OptSpot Car Wash - Main St,5550498369,CHECKIN,2026-04-06,18:03:45,10,10,YEN9938
OptSpot Car Wash - Main St,5550769440,CHECKIN,2026-04-06,18:08:17,10,30,NQQ8817
OptSpot Car Wash - Main St,5550678998,BONUS,2026-04-06,18:10:25,50,110,IWV1729
OptSpot Car Wash - Main St,5550856113,CHECKIN,2026-04-06,18:40:19,10,10,AFB6941
